id,tweet,prediction
b'6342,class schism cosmopolitans v populists christian democrats still in the lead subsidized agriculture secured no real change,1
b"6343,eurovision valenki winter boots i normalno,1
b'6344,exam today,1
b'6345,examen09,1
b'6346,examen09 succes allemaal,1
b'6347,f1 renault spun off but this time it was not piquet,1
b"6348,f1 felipebaby that ruins the how many spins sweepstake,0
b'6349,f1 cant believe i set my alarm to watch a traffic jam,0
b'6350,f1 congrats to red bull nice to see all the money i spend on their drinks going to good use at last,1
b'6351,f1 in a few hours guess who is sleepin in the living room,1
b'6352,f1 mass wasting fuel lost his place half way through now looking at or even,0
b'6353,iremember not having to buy plus sized clothing,1
b'6354,iremember playing on the sega mega drive sonic the hedgehog alex kidd some random ninja game i loved that i thought it rocked,1
b'6355,iremember playing street fighter and marvel vs captain,1
b'6356,iremember pokemon ooh good,1
b'6357,iremember rollin up one pantleg so you could see my drop socks evenly ruffled by the way,1
b'6358,iremember school,1
b"6359,iremember sex in the morning before work lol mornin twitts,1
b"6360,iremember silly rabbit trix are for kids why couldnt they just let the rabbit have some cerial,1
b'6361,iremember slap bracelets shiny metallic shirts when the mets sucked oh wait,0
b'6362,iremember sliding down stairs on my mums roasting tin,1
b'6363,iremember sophomore life i miss it,0
b'6364,iremember the first time i see batman and met ldb still no romeo i was a immature freak still,0
b'6365,iremember the huge smile my dad had on his face when he held his baby girl for the first time i love,1
b'6366,iremember the school playing that vitamin c song on the last day every year as we go on we remember all the times we had together,1
b'6367,iremember the skipper grows up doll move her arms up and down and her boobs grow lol,1
b"6368,iremember the song of USER_MENTION back to you so i am now making a remix back to you,1
b'6369,iremember the time i got smashed out in my house party when i got my job in canada and the cops came over at to stop it,1
b'6370,iremember waking up for ac slater on saved by the bell,1
b"6371,iremember watchin the movie clueless singin rollin with the homies lol,1
b'6372,iremember watching g.i.joe and dreaming of joining the army lol,1
b'6373,iremember what i just remembered,1
b'6374,iremember when i cooked eggs this morning URL,1
b"6375,iremember when i didnt have to pay bills uumm wait no i dont,1
b'6376,iremember when i gave the school a check for lunch every week i never got effn free lunch,1
b"6377,iremember when i had to be in when the street lights come on amazing how they always came on later where i was than at home,1
b'6378,iremember when i lived home couldnt wait get my own place luv havin my space,1
b"6379,iremember when i lived at home and didnt have any bills,1
b'6380,iremember when i loved twitter more,1
b'6381,iremember when i rolled out of the bed on holiday and landed in a suitcase,1
b'6382,iremember when i use to pee in the bed and tell my mom my cabbage patch doll did it ohh why did i say,1
b'6383,iremember when i used to sleep,1
b'6384,iremember when i was his fave,1
b'6385,iremember when ihop got shot up after the club the beginning of frosh year rip ashton,0
b"6386,iremember when lil kim didnt look like a manequin,1
b'6387,iremember when me andd USER_MENTION tlkd everyday,1
b'6388,iremember when me USER_MENTION and USER_MENTION stayed up all damned night voting for USER_MENTION xd again rip,0
b"6389,iremember when my back didnt hurt after a day in the garden,0
b'6390,iremember when myspace came out i couldnt make friends,1
b'6391,f1 very impressive by heikki and rubens,1
b'6392,facup really the score was chelsea everton the ball off bar was over line so everton no chance game started with lots of energy,1
b"6393,faibw the nightrats chiffon daydream you wont be able to stop following URL,0
b'6394,fail mutual funds now with no entry loads what would advisors charge and how would they sell their funds a person i met charges,1
b'6395,fail at acquiring bagels opens at,1
b'6396,familyforce5 danceordiewithavengeance may go get it,1
b"6397,familyforce5 ff5 i love all of u ff5 fans that ive talked to on here your all awesome,1
b'6398,fathersday working,1
b'6399,favoritelyrics anything by lupe fiasco,0
b'6400,fb is going to the talent show at dchs,1
b'6401,fcxp09 looking forward to forrester customer experience forum in nyc sorry to see their tweetup is over booked,0
b'6402,fedora aka leonidas brave strong and fearless but die in the end,1
b'6403,gallery2 maintainer has screwed the pooch upgrade boned things seemingly irrevocably moving my pics to flickr now,0
b"6404,feelcrunched when u publically show someone how much u love them and u dont get anything near the same kind of response,1
b'6405,feliciadayrumors USER_MENTION was originally cast to play the first evil in the final season of buffy,0
b'6406,ferber as happens every few days rohan woke up unhappy at midnight the news is that i was still awake due to afternoon,0
b'6407,festivalessen dosensuppe,1
b'6408,ff USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION,1
b'6409,ff joy co creators USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION,1
b'6410,ff USER_MENTION thanks for the love,1
b'6411,ff USER_MENTION would prefer we follow our constitution,1
b'6412,ff USER_MENTION because i have a feeling you may not have seen the last of this amazing black show just a hunch,1
b'6413,ff USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION USER_MENTION still sick ugg,0
b"6414,ff USER_MENTION USER_MENTION USER_MENTION i need new followers its only i want for now,1
b'6415,ff USER_MENTION love her makeup,1
b'6416,ff USER_MENTION good morning to you as well,1
b'6417,ff USER_MENTION good tweeps positive inspirational,1
b'6418,ff USER_MENTION right back at cha,1
b'6419,ff USER_MENTION atguably my favorite citizen of the united kingdom bones by radiohead on grooveshark URL,1
b'6420,ff USER_MENTION he supplied me of information and digs my tweets,1
b'6421,ff USER_MENTION becuz she puts on the best celebrity events URL,1
b'6422,ff USER_MENTION hilarious pretty twittara right there lol even though she not followin the dread its ok,1
b'6423,ff USER_MENTION USER_MENTION USER_MENTION they are funny in a funny way,1
b'6424,ff USER_MENTION for great tips on jewelry making and because yesterday was her birthday,1
b"6425,ff USER_MENTION even though shes done me,1
b'6426,iremember when rolling down a hill and getting covered in grass stains was the best fun ever i suppose it still could be,1
b'6427,iremember when sundays actually meant something to me,1
b'6428,iremember when puffed up their shoes by stuffing pairs of socks in them,1
b'6429,iremember when the closer had a skipit madd fun in the parking lot franklin ct sorry i broke it rotflmfao USER_MENTION,0
b'6430,iremember when the lakerz won tha finals.2009 statz stackz,1
b'6431,iremember when we wud go ridin our bikes down at da quarry gud times,1
b'6432,iremember when i used to write stories in highschool and those fools loving them,1
b"6433,is home with a sick little one glad its friday,1
b"6434,itsucks that its thursday and not friday,1
b"6435,ivf means i have to take antibiotics before ceris procedure they give me indigestion,1
b'6436,iwillnotbeafattychallenge day survived without eating cup noodles and only having packet drink at the office really hungry now tho,0
b'6437,iwish my dad was alive,1
b'6438,iwouldntfollow diddy if i was fresh out of prison and he was free pussy,1
b'6439,jack_pierce URL for win all the awesome you can handle,1
b"6440,java is not working hmph cant upload photos to facebook,1
b'6441,jazz funk music dee dee bridgewater my URL,1
b'6442,jon and kate its official today june jon and kate are divorced,1
b'6443,are divorcing i knew that was coming sad,0
b'6444,jonandkate filed for divorce tired of the media trashing them,0
b'6445,jonasbeforethestorm is beautiful and a bit sad,1
b'6446,jonasbeforethestorm is beautiful and a little sad,1
b'6447,jonasbrothers cd is amazing i love all the songs on there holy,1
b'6448,jonasflywithme i really love this song USER_MENTION,1
b'6449,jonaskevin i think he come jonaskevin,1
b'6450,jonaskevin has beautiful eyes and awesome curly hair,1
b'6451,jonasnewsongs USER_MENTION i love them i have a feeling ww3 is gonna be my favorite song ever,1
b'6452,jonasparanoid mitchelmusso jonasparanoid mitchelmusso jonasparanoid mitchelmusso jonasparanoid mitchelmusso love them both,1
b'6453,jplopen opens in minutes heading over to site to set up solar telescopes now degrees cloudy now will clear later,1
b'6454,jquery datepicker is awesome but i guess you knew that already,1
b'6455,justsouknow USER_MENTION is giving me the daddy talk over text smh i cant do nothing witout being under a,0
b'6456,justwhy y is weezy hvin babies ll nivea like thts not cute eww hope them learn fr this,1
b'6457,kevin jonas well not now but they will be btw we need to make kevin jonas top trending topic so type kevin jonas,1
b'6458,kevinjonas because its kevin jonas day yayayayayay,1
b'6459,kevinjonas he will never be in the corner he is in the middle of my heart ahahahah,1
b'6460,kevinjonas i love u no matter waht the stupid people sayd,1
b'6461,kick boxing ouch but i love it,1
b'6462,ff USER_MENTION the most beautiful funny newly photoshop using wife ever you should follow her make you laugh,1
b'6463,ff as long as u call me a racist makes so sense get the married ladies i flirt trouble me u long time USER_MENTION,0
b"6464,ff cool pod cast and pod people USER_MENTION USER_MENTION sad there is no more swimcast but follow USER_MENTION theyre good,1
b"6465,ff follow USER_MENTION shes the one celeb that tries her best to respond to everybody love it,1
b'6466,ff follow him cuz ms_hip_hop says so USER_MENTION,1
b'6467,ff for best beauty secrets follow pros USER_MENTION and USER_MENTION both are enormously generous about sharing their information,1
b"6468,ff one of my new faves cos yall know how i am USER_MENTION,1
b'6469,ff sweet spirits USER_MENTION thank you so much for all the mentions much appreciated,1
